Title,Author,Link,Image,Category,Description,Info
"Средневековье как источник вдохновения в творчестве прерафаэлитов и их последователей","Кирюхина Е.","https://www.podpisnie.ru/books/srednevekov-e-kak-istochnik-vdokhnoveniya-v-tvorchestve-prerafaelitov-i-ikh-posledovateley/","/upload/resize_cache/iblock/dda/160_230_1/p4e1lciwomrvuewv3xfpmsb8ezypwnvp.jpg","Книги о средневековье","Прерафаэлиты художники их круга и их последователи создали в своих произведениях яркий и запоминающийся романтизированный образ Средневековья который продолжает привлекать к себе внимание зрителей. Представленная монография является первым отечественным исследованием в котором произведения изобразительного искусства созданные прерафаэлитами художниками их круга и их последователями рассматриваются в качестве основных исторических источников помогающих определить исторические социальные и культурные причины появления и особенности создания образа Средневековья в изобразительном искусстве Англии второй половины XIX — XX вв. его влияние на социально-культурную жизнь английского общества. Хронологические рамки охватывают 1848-й — начало 1920-х годов. Книга адресована тем кого интересует история культуры Англии второй половины XIX – XX вв. история повседневности гендерная проблематика а также проблемы становления британской национальной и культурной идентичности в целом.","Автор Кирюхина Е. Издательство Университет Дмитрия Пожарского Год издания 2020 Переплет Твёрдый Страниц 240 Формат 145x217 мм Язык Русский ISBN 978-5-91244-260-5 Артикул 1115915"
"Русский средневековый город.  Домашний быт,  занятия,  обычаи горожан","Рабинович М.","https://www.podpisnie.ru/books/russkiy-srednevekovyy-gorod-domashniy-byt-zanyatiya-obychai-gorozhan-2/","/upload/resize_cache/iblock/15d/160_230_1/u3xmp2nlb2hmooxqd80swsv36vcyfqk7.jpg","Книги о средневековье","Труд археолога и этнографа Михаила Рабиновича предназначен ценителям точного факта. Автор провел колоссальные изыскания в архивах: проштудировал законодательные акты переписные книги городов разного рода сметы и расходные книги частные документы — дневники записки мемуары. При этом в стороне не остались летописи изобразительные источники данные археологии. В результате получилась книга в которой любой вывод подкреплен свидетельством времени и статистикой. Мы видим как возникали города какова была их изначальная планировка и застройка как формировалось их население чем оно занималось и зарабатывало себе на жизнь. А также — каков был общественный и домашний быт горожан чему и как они учили детей как отмечали праздники какие обряды справляли как хоронили покойников в каких тюрьмах сидели в каких банях мылись какие кабаки посещали… Перед нами по сути энциклопедия русского средневекового города. Михаил Рабинович — доктор исторических наук первый руководитель Московской археологической экспедиции.","Автор Рабинович М. Издательство ЛомоносовЪ Год издания 2020 Переплет Твёрдый Страниц 272 Формат 140х210 мм Язык Русский ISBN 978-5-91678-563-0 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1115859"
"Ганзейский союз.  Торговая империя Средневековья от Лондона и Брюгге до Пскова и Новгор","Доллинигер Ф.","https://www.podpisnie.ru/books/ganzeyskiy-soyuz-torgovaya-imperiya-srednevekov-ya-ot-londona-i-bryugge-do-pskova-i-novgor/","/upload/resize_cache/iblock/755/160_230_1/gl56eufno2qxsltdmlwlrctu0c6z9avm.jpg","Книги о средневековье","Ганза – или Ганзейский союз купечества торговых городов на севере Германии – уникальное явление европейской жизни XII—XVII вв. Ганзейские купцы снабжали Запад русскими мехами и воском польской пшеницей венгерской и шведской медью. На Восток они возили фламандское голландское и английское сукно французские и португальские соль и вина. Во многом благодаря им Скандинавия и Восточная Европа познакомились с западной литературой готической архитектурой и живописью эпохи Возрождения. В течение 500 лет Ганза способствовала налаживанию экономических политических общественных и культурных связей между Западной и Восточной Европой. Об этом подробно на основе многочисленных оригинальных документов рассказывает в своей книге историк профессор Страсбургского университета Филипп Доллингер.","Автор Доллинигер Ф. Издательство Центрполиграф Год издания 2021 Переплет Твёрдый Страниц 511 Формат 138x206 мм Язык Русский ISBN 978-5-9524-5365-4 Артикул 1115654"
"Мистические культы Средневековья и Ренессанса","Ткаченко-Гильдебрандт В.","https://www.podpisnie.ru/books/misticheskie-kul-ty-srednevekov-ya-i-renessansa/","/upload/resize_cache/iblock/385/160_230_1/qtf5g4cy495ae0u8f7j0odu61n4w4b34.jpg","Книги о средневековье","Что скрывала гностическая шкатулка обнаруженная накануне Великой Французской революции на территории некогда существовавшего командорства тамплиеров в Эссаруа в Бургундии; какая тайна объединяла сановников Ордена Храма во время ареста содержавшихся в донжоне Кудре замка Шинон и оставивших в 1308 году на стене донжона свои загадочные граффити; каким образом храмовники оказались связанными с мандеями последователями Иоанна Крестителя (Йоханана Ха-Матвиля). Все это и многое другое освещается в расследовании военного историка Владимира Ткаченко-Гильдебрандта и произведениях трех франкоязычных авторов XIX-го столетия — Проспера Миньяра Йозефа фон Гаммера-Пургшталя и Жюля Луазелёра впервые переведенных на русский язык. Книга представляет собой первую часть антологии посвященной мистицизму и религиозно-мистическим движениям Средневековья и Ренессанса так или иначе сопряженных с Орденом бедных рыцарей Христа и Храма Соломона и его наследием.","Автор Ткаченко-Гильдебрандт В. Издательство Алетейя Год издания 2020 Переплет Твёрдый Страниц 526 Формат 153x216 мм Язык Русский ISBN 978-5-00165008-9 Артикул 1115599"
"Бухта песен.  Шесть глав о средневековой японской поэзии","Торопыгина М. В.","https://www.podpisnie.ru/books/bukhta-pesen-shest-glav-o-srednevekovoy-yaponskoy-poezii/","/upload/resize_cache/iblock/bf3/160_230_1/krthx1mj3z6of75llf4q1jfpmgoa1pyi.jpg","Книги о средневековье","Книга «Бухта песен» посвящена японской поэзии вака («японские песни») на примере т. н. «императорских» антологий составленных по личным указам императоров лучшими поэтами и филологами своего времени с начала X в. до середины XV в. В книге представлено все многообразие форм японских стихотворений объединенных понятием вака; о поэзии говорят сами японские поэты авторы текстов-карон («трактатов о поэзии»): Ки-но Цураюки Камо-но Тёмэй Фудзивара-но Тэйка и др. Вниманию читателей представлены тексты поэтических сборников и циклов никогда ранее не переводившихся на русский язык. Автор: Мария Владимировна Торопыгина окончила кафедру японской филологии ЛГУ. Кандидат филологических наук. Автор восьмидесяти работ по истории японской литературы и культуры в том числе монографии «Японский средневековый рассказ (отоги-дзоси)» (2011). Переводчик современной и средневековой японской литературы в том числе романа XII века «Путаница» (2003) и трактатов «о поэзии» Камо-но Тёмэй и Сётэцу (2015). С 2001 года — сотрудник Института востоковедения РАН в Москве с 2018 — профессор Института классического Востока и античности ВШЭ.","Автор Торопыгина М. В. Издательство Гиперион. Год издания 2019 Переплет Твёрдый Страниц 432 Формат 135x205 мм Язык Русский ISBN 978-5-89332-339-9 Артикул 1115435"
"Средневековая Европа: От падения Рима до Реформации (обложка)","Эллард К.","https://www.podpisnie.ru/books/srednevekovaya-evropa-ot-padeniya-rima-do-reformatsii-oblozhka/","/upload/resize_cache/iblock/403/160_230_1/t9pl1r8kxxnbkw24xj0431r102h41jk4.jpg","Книги о средневековье","Тысячелетие прошедшее с распада Римской империи до начала Реформации было насыщено преобразованиями и потому его не так легко описать в рамках одной книги. Тем не менее британский историк Крис Уикхем принял этот вызов. Он показывает Средневековье как динамичный период масштабных перемен фокусируясь на таких знаковых событиях как падение Рима реформы Карла Великого распространение христианства в Европе закат Византийской империи эпидемии Черной смерти и т. д. Анализируя их автор рассказывает какие изменения они вызвали в социальной экономической и политической сферах а также в частной жизни людей. Перед глазами читателя разворачивается панорамная картина жизни государств и городов средневековой Европы проходит галерея образов императоров королей деятелей Церкви рыцарей крестьян купцов.","Автор Эллард К. Издательство Альпина Год издания 2020 Переплет Мягкий Страниц 429 Формат 145х215 мм Язык Русский ISBN 978-5-00139-197-5 Артикул 1114856"
"Средневековье: большая книга истории,  искусства,  литературы","Волкова П. Д. Басовская Н. И.","https://www.podpisnie.ru/books/srednevekov-e-bol-kn-istor-iskus-liter/","/upload/resize_cache/iblock/4d7/160_230_1/cvzxgkso22fdsu7oli200xe4q923jv3w.jpg","Книги о средневековье","Перед вами ""Большая книга Средневековья"" в которой собраны труды известных деятелей искусства истории и литературы для того чтобы пролить свет на так называемые ""Тёмные века"". Этот период оставил свой уникальный след в живописи литературе архитектуре скульптуре. Он подарил миру таких выдающихся деятелей как святой Франциск Ассизский Бонавентура Джотто ди Бондоне Данте Алигьери Андрей Рублёв Феофан Грек. Эпоха длиною в тысячу лет которая определила развитие культуры на многие столетия вперёд. Наталья Ивановна Басовская доктор исторических наук расскажет о самых значимых событиях через жизнеописание ярчайших представителей эпохи. Паола Волкова искусствовед и признанный деятель искусства не только нарисует ""культурный ландшафт"" Средневековья но и проанализирует причины его становления и влияние на последующие периоды. Недостаточно рассказов специалистов чтобы прочувствовать эпоху потому что только написанные в то время произведения способны передать все оттенки всю самобытность далёкого периода именно поэтому в сборник включены несколько оригинальных произведений: ""Божественная комедия"" Данте Алигьери рыцарский роман ""Тристан и Изольда"" а также самый известный трактат выдающегося теолога и философа Средних веков Фомы Аквинского - ""Сумма теологии"".","Автор Волкова П. Д. Басовская Н. И. Издательство АСТ Год издания 2019 Переплет Твёрдый Страниц 688 Формат 205х265 мм Язык Русский ISBN 978-5-17-120264-4 Артикул 1114556"
"Средневековье крупным планом","Воскобойников О. С.","https://www.podpisnie.ru/books/srednevekov-e-krupnym-planom/","/upload/resize_cache/iblock/568/160_230_1/2vf3te456b8b10qy3ckm30hp0ongr38m.jpg","Книги о средневековье","Кому в Средние века жить хорошо? И почему все это может быть интересно современному человеку? Профессор НИУ ВШЭ Олег Воскобойников станет вашим проводником по завораживающему миру Средневековья и расскажет чем же люди жившие много веков назад отличались от нас а чем — были похожи откуда черпали вдохновение как любили как выстраивали иерархию власти как воевали. Вы отправитесь в средневековый храм и узнаете как найти частички Средневековья в современных музеях сможете посмотреть на историю под новым углом и найдете ответы на множество любопытных вопросов.","Автор Воскобойников О. С. Издательство Бомбора Год издания 2019 Переплет Твёрдый Страниц 240 Формат 150x210 мм Язык Русский ISBN 978-5-04-107431-9 Артикул 1114537"
"Средневековые замок,  город,  деревня и их обитатели","Иванов К.","https://www.podpisnie.ru/books/srednevekovye-zamok-gorod-derevnya-i-ikh-obitateli/","/upload/resize_cache/iblock/842/160_230_1/b2ydaoheoswfad6zu0uqiaavk546116f.jpg","Книги о средневековье","Книга Константина Иванова — своеобразный путеводитель по средневековой жизни. Увлекаемый автором читатель изучает устройство замка прогуливается по узким городским улочкам заглядывает в аптеку лабораторию алхимика и лавки ремесленников проникает на заседание городского совета участвует в судебном разбирательстве оказывается на пиру в баронском замке и узнает много любопытного о меню и убранстве стола присутствует при посвящении в рыцари неожиданно замешивается в толпу бичующих себя религиозных фанатиков знакомится с разбойниками и инквизицией посещает дом богатого горожанина и крестьянское подворье получает приглашения на рыцарские турниры свадьбы и деревенские праздники развлекается игрой бродячих актеров — словом попадает в круговорот повседневности Средних веков… Константин Иванов (1858–1919) — историк и поэт директор Императорской Николаевской гимназии в Царском Селе и домашний учитель детей последнего русского царя блестящий знаток европейского Средневековья.","Автор Иванов К. Издательство ЛомоносовЪ Год издания 2020 Переплет Твёрдый Страниц 232 Формат 140х210 мм Язык Русский ISBN 978-5-91678-579-1 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1114280"
"Код средневековья.  Иероним Босх","Косякова В. А.","https://www.podpisnie.ru/books/kod-srednevekov-ya-ieronim-boskh/","/upload/resize_cache/iblock/f91/160_230_1/oovwedn7s0lmw9eprcjet3a41d8tbl3e.jpg","Книги о средневековье","Что скрывается за гротескной местами комичной эстетикой Иеронима Босха? Какое отношение к современному ему обществу художник выражал через свои эксцентричные сюжеты? Чем инфернальное Средневековье Босха так цепляет нас? Откуда на холсте появился беременный император и почему наконец совы – не то чем кажутся? Ответы на эти интригующие вопросы – на страницах этой книги глубокого и насыщенного исследования творчества нидерландского мастера. Легенда мировой живописи Босх прославился не столько как талантливый рисовальщик но как искусный мистификатор изобретатель собственного живописного языка в котором низменное переплетается с возвышенным порочное безжалостно обличается а повседневное и ""нормальное"" извращается в макабрической пляске. Познать Босха – значит заглянуть в сознание средневекового человека понять над чем он смеется чего боится что презирает а перед чем благоговеет. Подобрать ключ к витиеватому символизму художника удалось Валерии Косяковой – автору нашумевшей книги ""Апокалипсис Средневековья"" кандидату культурологи преподавателю РГГУ и сотруднику Центра визуальных исследований Средневековья и Нового времени.","Автор Косякова В. А. Издательство АСТ Год издания 2019 Переплет Твёрдый Страниц 432 Формат 168х217 мм Язык Русский ISBN 978-5-17-116721-9 Артикул 1113902"
"Средневековая Франция V-XVI века","Шишкин В.","https://www.podpisnie.ru/books/srednevekovaya-frantsiya-v-xvi-veka/","/upload/resize_cache/iblock/2ef/160_230_1/jhpu0g20gdd1szz7ab7ecypm8ua5zmgf.jpg","Книги о средневековье","Настоящее издание представляет собой краткий очерк развития французской цивилизации от варварских времен до эпохи Возрождения. Адресованная широкой аудитории книга может быть полезна студентам а также всем кому интересна средневековая история Франции - страны подарившей миру Жана де Жуанвиля Филиппа де Коммина Маргариту Наваррскую собор Парижской Богоматери замки Луары Луврский дворец. Список исторических источников и литературы изданных на русском языке поможет читателю продолжить знакомство с французской историей.","Автор Шишкин В. Издательство Евразия Год издания 2019 Переплет Твёрдый Формат 130x210 мм Язык Русский ISBN 978-5-8071-0438-0 Артикул 1110653"
"Европа в эпоху Средневековья.  Десять столетий от падения Рима до религиозных войн.  500-150","Адамс Д.","https://www.podpisnie.ru/books/evropa-v-epokhu-srednevekov-ya-desyat-stoletiy-ot-padeniya-rima-do-religioznykh-voyn-500-150/","/upload/resize_cache/iblock/2a7/160_230_1/ihbllse96wcqlmbjopbsehyagx7h1iol.jpg","Книги о средневековье","Известный американский историк Джордж Бертон Адамс в своем труде рассматривает историю Средневековья начиная с упадка Римской империи и до эпохи называемой Реформацией. Автор рассказывает о начале христианства о германизации формировании папства о франках феодализме и Крестовых походах то есть о всем том что подтолкнуло мир к Возрождению и Новому времени… Всем по-настоящему ценном приобретенном в прошлом которому суждено сохраниться и продолжиться в непрерывном развитии мира.","Автор Адамс Д. Издательство Центрполиграф Год издания 2019 Переплет Твёрдый Страниц 415 Формат 133x206 мм Язык Русский ISBN 978-5-227-08827-7 Артикул 1110150"
"Средневековое искусство.  Для тех,  кто хочет все успеть","","https://www.podpisnie.ru/books/srednevekovoe-iskusstvo-dlya-tekh-kto-khochet-vs/","/upload/resize_cache/iblock/7c7/160_230_1/9frzusvb4r1x6tjki0xk6hey8l859l2t.jpg","Книги о средневековье","Средние века… Период окутанный для современного человека романтическим флером. Время отважных рыцарей прекрасных дам турниров песен менестрелей… и конечно удивительных шедевров — величественных зданий ярких витражей и гобеленов живописных полотен созданных мастерами прославившими свои имена в веках. Да мы понимаем что не все так однозначно Средневековье не было золотым веком истории. Культура духовная и культура светская нередко противостояли друг другу. И все же не восторгаться наследием этого периода просто невозможно. Наша книга посвящена наиболее значимым и знаковым явлениям средневекового искусства и будет интересна широкому кругу читателей.","Издательство Эксмо Год издания 2019 Переплет Мягкий Страниц 128 Формат 125x200 мм Язык Русский ISBN 978-5-04-102298-3 Артикул 1109021"
"Средневековая Русь.  О чем говорят источники","Горский А.","https://www.podpisnie.ru/books/srednevekovaya-rus-o-chem-govoryat-istochniki/","/upload/resize_cache/iblock/754/160_230_1/syuhr16m7v81g05xmxywjbc3t4y14p3m.jpg","Книги о средневековье","Книга Антона Горского посвящена развенчанию устойчивых мифов о русском Средневековье которые не только укоренились в нашем сознании но и вошли как факты в школьные учебники. Но если перечитать источники можно обнаружить что перенос номинальной столицы Руси из Киева во Владимир произошел не при Юрии Долгоруком в XII веке а спустя век при Александре Невском и его потомках. Прозвища древнерусским князьям как правило давались не современниками и Ярослав стал Мудрым лишь в конце XIX века. Дмитрий Донской всегда даже после Куликовской битвы рассматривал ханскую власть как легитимную. Слово «холоп» которым в конце XV–XVI веке именовали себя бояре в обращении к государю восходит к тюркскому обозначению знати и его совпадение с древним русским наименованием рабов — не более чем курьез взаимодействия языков. Об этом и еще о многом другом рассказывается в этой интереснейшей книге. Антон Горский — доктор исторических наук профессор кафедры истории России до XIX века исторического факультета МГУ.","Автор Горский А. Издательство ЛомоносовЪ Год издания 2019 Переплет Твёрдый Страниц 216 Формат 140х210 мм Язык Русский ISBN 978-5-91678-525-8 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1107435"
"Поэты и музыканты Средневековья","Иванов К.","https://www.podpisnie.ru/books/poety-i-muzykanty-srednevekov-ya/","/upload/resize_cache/iblock/5d5/160_230_1/kv94y0fkfdapk8m4aan69hohkrrj33cz.jpg","Книги о средневековье","Средние века... По мнению одних - эпоха мрачная и даже беспросветная по мнению других - время когда невзирая ни на что человеческий дух достигал удивительных высот. В качестве одного из подтверждений последней точки зрения нередко приводят творчество средневековых поэтов и музыкантов. Их называли по-разному в разных странах Европы но до сих пор их произведения пользуются огромной популярностью. Об их сложной символике о знаменитых именах и вообще о духовной жизни людей Средневековья рассказывает эта книга.","Автор Иванов К. Издательство Вече Год издания 2019 Переплет Твёрдый Страниц 320 Формат 138х206 мм Язык Русский ISBN 978-5-4484-0940-0 Серия Всемирная история Артикул 1107353"
"Средневековье: сам.  изв.  герои истории","Басовская Н. И.","https://www.podpisnie.ru/books/srednevekov-e-sam-izv-geroi-istorii/","/upload/resize_cache/iblock/55b/160_230_1/hovyx5yzvbwkvurzaebex5pok92f7fid.jpg","Книги о средневековье","Истории жизни самых интересных и ярких исторических личностей эпохи средневековья рас- сказанные известным историком Наталией Басовской собраны в этой книге. Герои злодеи роковые женщины владыки полумира и бунтари любили ненавидели боролись проигрывали и побеждали много лет назад но их судьбы волнуют нас до сих пор. Все их тайны приоткрывает перед читателем знаменитый историк. Что связывало Ричарда Львиное сердце и короля Франции? Кто был более же- сток чем герцог Альба? Кого на самом деле любила Жанна д’Арк? Все ответы в этой книге.","Автор Басовская Н. И. Издательство АСТ Год издания 2019 Переплет Твёрдый Страниц 384 Формат 166х216 мм Язык Русский ISBN 978-5-17-115697-8 Артикул 1107069"
"Гастрономия католического Средневековья","Лупандин Задворный","https://www.podpisnie.ru/books/gastronomiya-katolicheskogo-srednevekovya/","/upload/resize_cache/iblock/77a/160_230_1/s2kxkp2z32165qpptj0qc3nk8bzf20ju.jpg","Книги о средневековье","Эта книга посвященная истории формирования европейской гастрономической традиции ее средневековым истокам будет интересна широкому кругу читателей - как историкам европейской культуры так и всем кто интересуется гастрономическим и кулинарным искусством. В работе над книгой ее авторы философы и культурологи В.Л. Задворный и И.В. Лупандин продолжили свое творческое сотрудничество безусловным успехом которого до этого стало фундаментальное издание ""Италия. История гастрономии от Лукулла до наших дней"" (2014).","Автор Лупандин Задворный Издательство Издательство Францисканцев Год издания 2019 Переплет Твёрдый Страниц 253 Формат 145х205 мм Язык Русский ISBN 978-5-89208143-6 Артикул 1105677"
"Средневековье.  Полная история эпохи","Грей К.","https://www.podpisnie.ru/books/srednevekovie-polnaya-istoriya-epohi/","/upload/resize_cache/iblock/ba8/160_230_1/j21olyd5bvkp111c2l951f86zbqll66y.jpg","Книги о средневековье","Средневековье. Самая спорная и противоречивая эпоха в истории человечества. Одни воспринимают ее как времена прекрасных дам и благородных рыцарей менестрелей и скоморохов когда ломались копья шумели пиры пелись серенады и звучали проповеди. Для других же Средневековье – это время фанатиков и палачей костров инквизиции вонючих городов эпидемий жестоких обычаев антисанитарии всеобщей темноты и дикости. Неужели правда что рыцари и вообще люди в Средние века были маленького роста – не выше полутора метров а те кто достигал нынешних средних 175 см считались чуть ли не гигантами? И в Средневековье на самом деле никто кроме монахов не умел читать и писать мылись всего два раза в жизни — после рождения и перед смертью жутко воняли и кишели блохами? И меч весил 20 кг а доспехи все 100 поэтому рыцаря поднимали на коня с помощью лебедки и в туалет ему ходить приходилось прямо в доспехи потому что их было просто не снять? Новая книга серии ""История на пальцах"" поможет разобраться что к чему.","Автор Грей К. Издательство АСТ Год издания 2019 Переплет Твёрдый Страниц 352 Формат 144х218 мм Язык Русский ISBN 978-5-17-110282-1 Артикул 1105598"
"Средневековый Восток","Васильев Л.","https://www.podpisnie.ru/books/srednevekovyy-vostok/","/upload/resize_cache/iblock/bb5/160_230_1/o9v8bli7dw32xkyf8xyt75565cbd5jua.jpg","Книги о средневековье","Обзорная работа одного из крупнейших отечественных востоковедов и религиоведов Леонида Васильева посвящена средневековому Востоку. На относительно небольшом пространстве текста изложена — кратко но емко — история доисламского Ближнего Востока и сасанидского Ирана Арабского халифата и Османской империи государств на территории Индии и империи Великих Моголов раннесредневекового Китая и китайской конфуцианской империи Кореи и Японии стран Индокитая и островного мира Юго-Восточной Азии. Определив гранями восточного Средневековья первые века нашей эры и середину XIX века и охватив гигантскую территорию автор тем не менее сумел создать цельную картину связанную воедино взаимовлияниями и разнообразными контактами азиатских народов. При этом нашлось место для описания особенностей их религии культуры быта. Словом эта книга для тех кто мало что знал об истории Востока но хотел бы узнать обо всем сразу в доступном и понятном изложении. Леонид Васильев (1930 — 2016) — доктор исторических наук профессор главный научный сотрудник Института востоковедения Российской АН.","Автор Васильев Л. Издательство ЛомоносовЪ Год издания 2019 Переплет Твёрдый Страниц 232 Формат 140х210 мм Язык Русский ISBN 978-5-91678-511-1 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1105279"
"Музыкальная история средневековой Европы.  Девять лекций о рукописях,  жанрах,  именах и инструментах","Рябчиков Д.","https://www.podpisnie.ru/books/muzykalnaya-istoriya-srednevekovoy-evropy-devyat-lektsiy-o-rukopisyah-zhanrah-imenah-i-instrumentah-ryabchikov-d/","/upload/resize_cache/iblock/141/160_230_1/tqjdzchnfs1lin1b9f3vglyiyibehyoa.jpg","Книги о средневековье","Это первая книга на русском языке всецело направленная на рассмотрение феномена средневековой музыки и ориентированная на широкую аудиторию. Цель этой книги - не рассказать о вещах которые могут быть интересны лишь профессиональным музыковедам или медиевистам; напротив ее цель - рассмотреть историю европейской музыки в общекультурном социальном и политическом ключе своего времени. Музыка всегда вплетается в основную канву развития человечества в знакомые или незнакомые события отражая и впитывая в себя дух истории. Таким образом зная характерные особенности и свойства музыки мы можем понять Средневековье начать чувствовать мыслить и переживать так как делали это люди много веков назад.","Автор Рябчиков Д. Издательство Рипол Классик Год издания 2019 Переплет Мягкий Страниц 267 Формат 120х180 мм Язык Русский ISBN 978-5-386-12445-8 Артикул 1105147"
"Осень Средневековья","Хёйзинга Й.","https://www.podpisnie.ru/books/osen-srednevekovya--2/","/upload/resize_cache/iblock/772/160_230_1/x8tluml3db424m2zb260gxng9wg2kisd.jpg","Книги о средневековье","Осень Средневековья — наиболее прославленное произведение выдающегося нидерландского историка и культуролога Йохана Хёйзинги. Впервые вышедшее в свет в 1919 г. оно выдержало на родине уже более двух десятков изданий было переведено на многие языки и стало значительным культурным явлением XX века. Это поэтическое описание социокультурного феномена позднего Средневековья яркая насыщенная энциклопедия жизни искусства культуры Бургундии XIV–XV вв. с подробной характеристикой придворного рыцарского и церковного обихода бытового уклада представителей всех слоев общества. Источниками послужили литературные и художественные произведения бургундских авторов XIV–XV вв. религиозные трактаты фольклор и документы эпохи.","Автор Хёйзинга Й. Издательство Азбука Год издания 2021 Переплет Мягкий Страниц 720 Формат 115х180 мм Язык Русский Переводчик Дмитрий Сильвестров ISBN 978-5-389-15564-0 Серия Азбука-Классика. Non-Fiction (мягк/обл. ) Артикул 1103425"
